user_id,product_id,refunded,purchase_date,country_code,media_source
2112981,tenwords_1w_9.99_offer,FALSE,2020-07-23,BR,Facebook Ads
2184694,tenwords_1w_7.99_7free,FALSE,2020-08-17,US,Facebook Ads
2184694,tenwords_1w_7.99_7free,FALSE,2020-08-10,US,Facebook Ads
2184694,tenwords_1w_7.99_7free,FALSE,2020-08-03,US,Facebook Ads
2184694,tenwords_1w_7.99_7free,FALSE,2020-08-24,US,Facebook Ads
2252869,tenwords_1w_7.99_7free,FALSE,2020-08-15,US,Facebook Ads
2274478,tenwords_1w_7.99_7free,FALSE,2020-08-18,CO,Facebook Ads
2355517,tenwords_1w_7.99_7free,FALSE,2020-08-29,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-09-07,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-08-31,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-08-24,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-08-17,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-08-10,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-08-03,US,Facebook Ads
2144630,tenwords_1w_9.99_offer,FALSE,2020-07-27,US,Facebook Ads
2355484,tenwords_1w_9.99_offer,FALSE,2020-09-05,US,ByteDance
2355484,tenwords_1w_9.99_offer,FALSE,2020-08-29,US,ByteDance
2051906,tenwords_1w_9.99_offer,FALSE,2020-09-11,US,Facebook Ads
2051906,tenwords_1w_9.99_offer,FALSE,2020-09-04,US,Facebook Ads
2051906,tenwords_1w_9.99_offer,FALSE,2020-08-28,US,Facebook Ads
2051906,tenwords_1w_9.99_offer,FALSE,2020-08-21,US,Facebook Ads
